text,label
my whole body paining,YES
after treatment body pain too much,YES
legs hurting when i walk,YES
i cant sit for long because pain,YES
morning getting up is difficult due to pain,YES
I would have body pain and would be in bed most of the time,YES
My bones and joints hurt so much that I cannot even hold a glass of water or change my clothes.,YES
"There is a sharp, burning pain in my back and legs that does not let me sit down or sleep peacefully.",YES
"My whole body feels heavy and sore, like I have been beaten up, and the medicine is not reducing it.",YES
"The pain comes suddenly in my chest and stomach, making it hard for me to breathe or move an inch.",YES
"Not even get up from the bed, always used to be sleeping",YES
I wouldn't get sleep due to hot flushes,YES
I wake up suddenly at 2 AM and then I am completely unable to go back to sleep.,YES
"I feel sleepy during the day but the moment I close my eyes at night, my mind starts running and sleep disappears.",YES
"Bad dreams and body aches keep waking me up every half an hour, so I feel completely tired in the morning.",YES
The first two or three days (After chemotherapy) it was not that bad because they had given medications and all that then for one week extreme fatigue,YES
I feel so tired that even walking to the bathroom feels like running a mile; my legs just shake.,YES
"My body has zero energy from morning to night, and I feel completely drained out even after sleeping for hours.",YES
I tried to sit up in a chair for ten minutes but my head spun and I had to lie down immediately.,YES
Lifting my arms or trying to comb my hair feels like a massive chore because my muscles have no strength left.,YES
I smoked cigarettes or chewed tobacco daily this week to handle the stress of my treatment.,YES
I needed to smoke multiple times a day because my mind was feeling very restless about my health.,YES
I have been using tobacco or gutkha every day because it is the only thing that distracts me from my illness.,YES
This past week I couldn't control my urge and used tobacco products whenever I felt anxious.,YES
My tobacco habit increased a lot these days because sitting empty in the hospital makes me want to smoke.,YES
I took alcohol this week because the worry about my medical condition was too much to handle.,YES
I drank liquor to forget about my physical pain and find some peace of mind during the weekend.,YES
I needed a drink in the evening because my thoughts were racing and I wanted to numb myself.,YES
This past week I consumed alcohol to help me fall asleep because my mind wouldn't stop worrying.,YES
I used alcohol to cope with the heavy feeling in my chest caused by my ongoing treatment updates.,YES
"All throughout the chemotherapy, suddenly, you have no memoryâ€¦ You will be sitting in a place and wondering where you are.",YES
This past week I kept forgetting my tablet timings and where I kept my clinical files.,YES
I am losing my focus quickly and I cannot even follow a simple conversation with my family members.,YES
My memory has become weak lately and I have to ask people to repeat things two or three times.,YES
I sat down to read the medical receipt but my mind went totally blank and I couldn't understand it.,YES
"Virginal dryness, even today, I have the virginal dryness. I have a burning sensation. Then I had no desire for sex; it completely became nil. ",YES
I have lost all interest in my sex with my partner this week.,YES
My body feels too weak and exhausted to even think about any physical closeness with my spouse lately.,YES
This past week my partner tried to get close but I felt completely disconnected and emotionally blank.,YES
"Because of my changing appearance and low energy, I feel too uncomfortable to engage in any physical intimacy.",YES
"I couldn't eat the food. I would eat rice and rava kanji (porridge). I wasn't eating any spicy food. I would eat fruits 
",YES
"With all those mouth ulcers and pain I told you, that has been time is not eating food",YES
My cheeks have gone inside and my bones are showing because I am eating less than half a chapati a day.,YES
I am only forcing myself to swallow a few spoons of rice throughout the day just for my medicines.,YES
I do not feel like eating anything. I have completely lost appetite.,YES
"I couldn't walk but slowly I would go. 
",YES
"If I go to bath I would take long time, slowly I used to do it.",YES
"Earlier I used to do all household chores easily, but now even sitting for ten minutes makes me weak.",YES
I have to take help from others to stand up from the floor or climb the stairs because my balance is completely gone.,YES
I cannot lift any heavy bags or containers anymore because my hands do not have the grip or strength.,YES
I was worried about telling my elderly parents and in-laws that I have cancer ,YES
My mind is constantly running with tension about who will look after my family if my health gets worse.,YES
This past week I felt so anxious about my next clinical report that my hands were shaking.,YES
Every small pain in my body makes me nervous and anxious that the disease is spreading further.,YES
My mind is constantly running with tension about who will look after my family if my health gets worse.,YES
"Most of my hair started to fall off. I would feel sad seeing the hair fall 
",YES
"You don't know what is happening to you, you feel everything is different. You feel my family is not feeling good, my husband is not good and the entire family was is not feeling good, is the feeling you get. Actually the house is normal. It is you only suffering it. ",YES
